artist_name,track_name,end_time,ms_played,track_id,song_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mode,key,loudness_adj,date,mins_played,liked
Three Days Grace,Never Too Late,2020-02-21 12:14,209333,3HE50TVRquwXe9yv2HFoNL,3HE50TVRquwXe9yv2HFoNL,0.778,0.163,149.864,0.0371,0.00838,0.0,0.433,209333,-4.68,0.217,0,2,0.8745048104131296,2020-02-21,3.49,True
Three Days Grace,On My Own,2020-02-21 12:17,185760,4FGQwSKgEykxtBwb2px8ug,4FGQwSKgEykxtBwb2px8ug,0.848,0.216,117.02,0.0376,0.0201,0.0,0.566,185760,-4.103,0.268,1,7,0.8881107338238067,2020-02-21,3.1,True
Three Days Grace,Riot,2020-02-21 12:20,207586,1Q2fYlSdwuutWj3QplhY9q,1Q2fYlSdwuutWj3QplhY9q,0.948,0.105,196.578,0.147,0.0104,0.0,0.185,207587,-3.892,0.316,1,8,0.8930862101490283,2020-02-21,3.46,True
Three Days Grace,Get Out Alive,2020-02-21 12:25,262493,6hHpXo2XMMKR5lIfa19aLM,6hHpXo2XMMKR5lIfa19aLM,0.896,0.0869,117.964,0.0365,0.000319,0.0,0.493,262493,-4.569,0.0791,0,7,0.8771222410865873,2020-02-21,4.37,True
Three Days Grace,Let It Die,2020-02-21 12:28,189306,6NAmbftWAovcMCnJzDCFsU,6NAmbftWAovcMCnJzDCFsU,0.884,0.193,97.48,0.0335,0.00177,0.0,0.451,189307,-3.451,0.314,1,0,0.9034851914733069,2020-02-21,3.16,True
Three Days Grace,Over and Over,2020-02-21 12:31,191906,6Dtq63g5m2sMIVd1Aw9ZDD,6Dtq63g5m2sMIVd1Aw9ZDD,0.763,0.153,138.941,0.0327,0.0283,0.0,0.434,191907,-4.123,0.249,1,0,0.8876391246934541,2020-02-21,3.2,True
Three Days Grace,Time of Dying,2020-02-21 12:34,186373,7piw04hPQZ1OHZ9Fq9JOXR,7piw04hPQZ1OHZ9Fq9JOXR,0.873,0.52,198.387,0.0567,0.00105,0.0,0.306,186373,-3.668,0.452,0,0,0.8983682324089793,2020-02-21,3.11,True
Three Days Grace,Gone Forever,2020-02-21 12:38,221093,2Xe2YAxNPqWCNpZ8RagBdO,2Xe2YAxNPqWCNpZ8RagBdO,0.761,0.114,155.901,0.031,0.0175,0.0,0.409,221093,-4.514,0.271,1,2,0.8784191661950574,2020-02-21,3.68,True
Three Days Grace,One X,2020-02-21 12:43,286266,2kcbSjvCyeryZVfgvdt4FQ,2kcbSjvCyeryZVfgvdt4FQ,0.674,0.119,126.973,0.0382,0.00391,0.0,0.525,286267,-4.545,0.319,1,0,0.8776881720430106,2020-02-21,4.77,True
Three Days Grace,Burn,2020-02-21 13:06,236048,56PMSIrOK5iZDbRti08Jai,56PMSIrOK5iZDbRti08Jai,0.871,0.148,165.02,0.0524,7.37e-06,0.000124,0.401,267173,-5.609,0.372,1,7,0.8525985663082436,2020-02-21,3.93,True
Joji,Run,2020-02-21 17:16,38099,3AkdSFo7quCZ781KCqNK0T,3AkdSFo7quCZ781KCqNK0T,0.72,0.614,157.919,0.0332,0.0427,0.000292,0.448,195000,-3.954,0.361,1,7,0.8916242218449348,2020-02-21,0.63,False
Joji,Run,2020-02-21 17:31,64024,3AkdSFo7quCZ781KCqNK0T,3AkdSFo7quCZ781KCqNK0T,0.72,0.614,157.919,0.0332,0.0427,0.000292,0.448,195000,-3.954,0.361,1,7,0.8916242218449348,2020-02-21,1.07,False
Duki,Goteo,2020-02-21 20:09,483,1EoEU4HY57qaITp06TkC6B,1EoEU4HY57qaITp06TkC6B,0.779,0.189,108.287,0.0414,0.186,0.0,0.473,164458,-3.725,0.438,1,1,0.897024146387474,2020-02-21,0.01,False
Joji,Run,2020-02-21 20:12,195000,3AkdSFo7quCZ781KCqNK0T,3AkdSFo7quCZ781KCqNK0T,0.72,0.614,157.919,0.0332,0.0427,0.000292,0.448,195000,-3.954,0.361,1,7,0.8916242218449348,2020-02-21,3.25,True
Joji,Run,2020-02-21 20:12,16332,3AkdSFo7quCZ781KCqNK0T,3AkdSFo7quCZ781KCqNK0T,0.72,0.614,157.919,0.0332,0.0427,0.000292,0.448,195000,-3.954,0.361,1,7,0.8916242218449348,2020-02-21,0.27,False
Cypress Hill,Tequila Sunrise (feat. Barron Ricks),2020-02-21 20:16,257746,2gABnPYOMsyxThmsOQ4uWK,2gABnPYOMsyxThmsOQ4uWK,0.63,0.14,192.733,0.493,0.0123,0.00233,0.547,257747,-8.772,0.555,0,10,0.7780135823429541,2020-02-21,4.3,True
Alien Boyz,Conmigo no hay caso,2020-02-21 20:19,178379,1LQ1KpuM274gIMUWX9SzxD,1LQ1KpuM274gIMUWX9SzxD,0.775,0.351,90.145,0.357,0.294,0.0,0.663,178379,-8.583,0.545,1,5,0.7824702886247877,2020-02-21,2.97,True
Eminem,Marsh,2020-02-21 20:23,200573,34d7sGX6WUqq8f04e7CSNF,34d7sGX6WUqq8f04e7CSNF,0.493,0.385,144.989,0.205,0.0134,0.000241,0.871,200573,-6.356,0.0495,1,1,0.8349839652895679,2020-02-21,3.34,True
Eminem,Little Engine,2020-02-21 20:26,177293,4qNWEOMyexn7b8Icyk29t9,4qNWEOMyexn7b8Icyk29t9,0.811,0.0451,155.081,0.228,0.0234,0.0,0.769,177293,-4.162,0.76,0,10,0.8867194868892662,2020-02-21,2.95,True
Eminem,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",2020-02-21 20:31,286960,5mZXWEH2eh8zMZGCxT5aW0,5mZXWEH2eh8zMZGCxT5aW0,0.966,0.11,183.586,0.384,0.14,0.0,0.458,286960,-2.107,0.356,1,1,0.9351773250330125,2020-02-21,4.78,True
Eminem,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",2020-02-21 20:34,234653,0GQ5bFTVFFKpwNPc7KwQnB,0GQ5bFTVFFKpwNPc7KwQnB,0.82,0.597,140.033,0.151,0.0614,0.0,0.68,234653,-4.197,0.243,0,4,0.8858941709111487,2020-02-21,3.91,True
Lit Killah,Tan Bien (feat. Agus Padilla),2020-02-21 20:43,204988,43Q1jBoHh3pQkh3Oy7TA1g,43Q1jBoHh3pQkh3Oy7TA1g,0.761,0.05,105.005,0.0343,0.108,5.05e-05,0.784,204989,-4.253,0.385,0,10,0.884573665346161,2020-02-21,3.42,True
Eminem,Godzilla (feat. Juice WRLD),2020-02-21 20:46,210800,7FIWs0pqAYbP91WWM0vlTQ,7FIWs0pqAYbP91WWM0vlTQ,0.745,0.292,165.995,0.342,0.145,0.0,0.808,210800,-5.26,0.829,0,10,0.8608281456328994,2020-02-21,3.51,True
Eminem,Unaccommodating (feat. Young M.A),2020-02-21 20:50,216600,0q2vG0UVuy6ajjcpkQHdZM,0q2vG0UVuy6ajjcpkQHdZM,0.752,0.394,89.95,0.0597,0.0169,0.0,0.852,216600,-5.793,0.389,1,1,0.8482597623089982,2020-02-21,3.61,True
Calle 13,La Crema,2020-02-21 20:54,241240,3ZUwkZWSiYxkP8kZDlxqnL,3ZUwkZWSiYxkP8kZDlxqnL,0.74,0.201,91.999,0.195,0.284,0.0,0.578,241240,-5.915,0.75,0,11,0.8453829466138464,2020-02-21,4.02,True
Tones And I,Dance Monkey,2020-02-21 20:57,209438,2XU0oxnq2qxCpomAAuJY8K,2XU0oxnq2qxCpomAAuJY8K,0.588,0.149,98.027,0.0924,0.692,0.000104,0.824,209438,-6.4,0.513,0,6,0.8339464252027919,2020-02-21,3.49,True
Justin Bieber,Yummy,2020-02-21 21:01,210426,5R2FLI5NJc6T3mCNdooKaj,5R2FLI5NJc6T3mCNdooKaj,0.506,0.118,145.843,0.0964,0.345,0.0,0.677,208520,-6.652,0.497,0,9,0.828004150160347,2020-02-21,3.51,True
Lobo Estepario,Hablemos,2020-02-21 21:05,245454,4a95B0X4hYSyblp7UNwSsh,4a95B0X4hYSyblp7UNwSsh,0.641,0.111,176.015,0.304,0.0391,3.3e-05,0.551,245455,-9.981,0.129,0,6,0.7495048104131294,2020-02-21,4.09,True
Duki,Hitboy,2020-02-21 21:08,179204,624AL3EwsrgGIp6bdwmXgo,624AL3EwsrgGIp6bdwmXgo,0.633,0.122,150.009,0.107,0.153,0.0,0.812,179204,-6.629,0.616,1,8,0.8285465006602528,2020-02-21,2.99,True
El Ezequiel,Tres Gallitos,2020-02-21 21:11,200945,3FWAZnfVEWlUBB4YyZ0lEK,3FWAZnfVEWlUBB4YyZ0lEK,0.542,0.155,85.15,0.0354,0.699,0.0,0.592,200945,-3.72,0.856,1,3,0.8971420486700622,2020-02-21,3.35,True
Los Pericos,Runaway,2020-02-21 21:19,233267,0ZLakHzHWqUIlkeDa4i8aC,0ZLakHzHWqUIlkeDa4i8aC,0.731,0.624,150.151,0.0368,0.0438,1.26e-05,0.676,233268,-5.253,0.812,1,9,0.8609932088285228,2020-02-21,3.89,True
Iggy Azalea,Kream (feat. Tyga),2020-02-21 21:22,166626,5mu1uv8RmzDkF8foePK5qa,5mu1uv8RmzDkF8foePK5qa,0.425,0.108,174.028,0.137,0.0335,4.36e-06,0.785,166627,-6.665,0.192,1,10,0.8276976042256178,2020-02-21,2.78,True
Duki,She Don't Give a Fo,2020-02-21 21:25,209531,03a359wbiUsjN9h6yzXvmS,03a359wbiUsjN9h6yzXvmS,0.556,0.165,119.938,0.14,0.345,0.0,0.854,209531,-4.49,0.342,1,1,0.8789850971514808,2020-02-21,3.49,True
Molotov,Frijolero,2020-02-21 21:29,210133,5YyetAy34sgROhslaW3BZc,5YyetAy34sgROhslaW3BZc,0.653,0.0609,95.009,0.0361,0.107,0.0,0.774,210133,-4.304,0.845,1,2,0.8833710620637615,2020-02-21,3.5,True
Duki,Hello Cotto,2020-02-21 21:32,217286,422Avi2VjqZKCVzstKmqog,422Avi2VjqZKCVzstKmqog,0.785,0.0506,139.956,0.344,0.0472,0.0,0.843,217250,-2.893,0.43,0,10,0.9166430862101489,2020-02-21,3.62,True
Akapellah,Ímpetu,2020-02-21 21:35,185306,0r8pwDCv77bCJ2edzbIyJR,0r8pwDCv77bCJ2edzbIyJR,0.667,0.0933,92.308,0.288,0.275,0.0,0.473,185587,-6.756,0.107,1,2,0.8255517826825126,2020-02-21,3.09,True
Lil Supa,'99,2020-02-21 21:38,181333,709mETGcDrctQgqJKLwCWm,709mETGcDrctQgqJKLwCWm,0.84,0.35,179.97,0.374,0.111,0.0,0.563,181333,-4.716,0.783,1,1,0.8736559139784945,2020-02-21,3.02,True
Lil Supa,Valórate,2020-02-21 21:42,237035,3Cvj23hegZs1XDlfPWbJdp,3Cvj23hegZs1XDlfPWbJdp,0.704,0.229,80.621,0.29,0.772,0.0176,0.4,237035,-8.696,0.482,0,8,0.7798056970382946,2020-02-21,3.95,True
Lil Supa,Mista Uanteik,2020-02-21 21:47,260649,5ZAVPUsb3KumdvhQrFetiY,5ZAVPUsb3KumdvhQrFetiY,0.745,0.213,92.167,0.214,0.291,0.0,0.646,260650,-6.768,0.511,0,4,0.825268817204301,2020-02-21,4.34,True
Lil Supa,光 Luz,2020-02-21 21:52,284000,5aF2hoUHaU9GainPXIZDMV,5aF2hoUHaU9GainPXIZDMV,0.934,0.122,149.68,0.237,0.0893,0.019,0.461,284000,-4.947,0.636,0,8,0.86820882852292,2020-02-21,4.73,True
La Bomba de Tiempo,Bolivia,2020-02-21 21:56,240799,2MuDW3QK1SAk35OnTnDLLp,2MuDW3QK1SAk35OnTnDLLp,0.598,0.591,100.014,0.0648,0.44,0.0274,0.737,240799,-9.817,0.766,0,9,0.7533720052820222,2020-02-21,4.01,True
Guaynaa,Chicharrón,2020-02-21 21:59,195866,5UVa8Qqb9L1dVxl3jKQ5J1,5UVa8Qqb9L1dVxl3jKQ5J1,0.789,0.498,76.182,0.454,0.445,9.06e-05,0.734,195867,-4.305,0.811,0,10,0.8833474816072439,2020-02-21,3.26,True
Post Malone,Circles,2020-02-21 22:02,174464,21jGcNKet2qwijlDFuPiPb,21jGcNKet2qwijlDFuPiPb,0.762,0.0863,120.042,0.0395,0.192,0.00244,0.695,215280,-3.497,0.553,1,0,0.9024004904734955,2020-02-21,2.91,True
Joji,Run,2020-02-21 23:34,195000,3AkdSFo7quCZ781KCqNK0T,3AkdSFo7quCZ781KCqNK0T,0.72,0.614,157.919,0.0332,0.0427,0.000292,0.448,195000,-3.954,0.361,1,7,0.8916242218449348,2020-02-21,3.25,True
Joji,Run,2020-02-21 23:37,195000,3AkdSFo7quCZ781KCqNK0T,3AkdSFo7quCZ781KCqNK0T,0.72,0.614,157.919,0.0332,0.0427,0.000292,0.448,195000,-3.954,0.361,1,7,0.8916242218449348,2020-02-21,3.25,True
Joji,Run,2020-02-21 23:38,35780,3AkdSFo7quCZ781KCqNK0T,3AkdSFo7quCZ781KCqNK0T,0.72,0.614,157.919,0.0332,0.0427,0.000292,0.448,195000,-3.954,0.361,1,7,0.8916242218449348,2020-02-21,0.6,False
Canserbero,Llovía,2020-02-22 00:01,284800,0V5aSGaNYMwnpv4CZO7JkD,0V5aSGaNYMwnpv4CZO7JkD,0.674,0.0696,84.006,0.122,0.524,0.693,0.494,292075,-4.392,0.566,0,4,0.8812959818902093,2020-02-22,4.75,True
Joji,Run,2020-02-22 15:09,195000,3AkdSFo7quCZ781KCqNK0T,3AkdSFo7quCZ781KCqNK0T,0.72,0.614,157.919,0.0332,0.0427,0.000292,0.448,195000,-3.954,0.361,1,7,0.8916242218449348,2020-02-22,3.25,True
Canserbero,Llovía,2020-02-22 15:14,292075,0V5aSGaNYMwnpv4CZO7JkD,0V5aSGaNYMwnpv4CZO7JkD,0.674,0.0696,84.006,0.122,0.524,0.693,0.494,292075,-4.392,0.566,0,4,0.8812959818902093,2020-02-22,4.87,True
Duki,Rockstar,2020-02-22 15:20,112273,3E4ZzO4ySupnYypDPXcc3D,3E4ZzO4ySupnYypDPXcc3D,0.855,0.174,123.991,0.094,0.0906,0.0,0.878,112273,0.642,0.33,1,9,1.0,2020-02-22,1.87,False
Three Days Grace,The Good Life,2020-02-22 15:42,118020,55KYlnsC6nYnr3IykbmJwE,55KYlnsC6nYnr3IykbmJwE,0.911,0.23,128.036,0.0397,0.000345,0.0,0.548,173173,-3.701,0.654,1,10,0.8975900773438973,2020-02-22,1.97,False
Black Eyed Peas,My Humps,2020-02-22 16:26,264470,1hasb9A55Zol2o9q9FN4JH,1hasb9A55Zol2o9q9FN4JH,0.682,0.109,123.94,0.225,0.112,1.63e-05,0.802,326960,-5.919,0.586,0,1,0.8452886247877759,2020-02-22,4.41,True
Joji,Run,2020-02-22 16:29,195000,3AkdSFo7quCZ781KCqNK0T,3AkdSFo7quCZ781KCqNK0T,0.72,0.614,157.919,0.0332,0.0427,0.000292,0.448,195000,-3.954,0.361,1,7,0.8916242218449348,2020-02-22,3.25,True
WOS,CANGURO,2020-02-22 16:33,196745,2UAWYufVaO3EnUUNzl0ppO,2UAWYufVaO3EnUUNzl0ppO,0.751,0.667,163.874,0.327,0.173,0.0,0.602,196745,-4.358,0.934,1,1,0.8820977174118091,2020-02-22,3.28,True
Acru,ANIMAL,2020-02-22 16:36,170981,06b0Au6pvZiO03eKTCvgWh,06b0Au6pvZiO03eKTCvgWh,0.876,0.111,135.047,0.304,0.16,3.3e-06,0.617,170982,-4.86,0.542,1,9,0.8702603282399547,2020-02-22,2.85,True
WOS,TERRAZA,2020-02-22 16:40,234949,4Yx9jw2hqVk00uwLRBXKxc,4Yx9jw2hqVk00uwLRBXKxc,0.66,0.123,82.108,0.143,0.288,0.0,0.447,234950,-9.32,0.404,1,2,0.7650914921712884,2020-02-22,3.92,True
Vico C,Desahogo,2020-02-22 16:44,245333,2sG0DhUyomwiWk5gcMUV7Z,2sG0DhUyomwiWk5gcMUV7Z,0.74,0.192,90.164,0.278,0.532,0.0,0.798,245333,-2.534,0.861,1,2,0.9251084700999811,2020-02-22,4.09,True
WOS,PURPURA,2020-02-22 17:06,132670,3npVUK2S6JXGkgJ4jnMULz,3npVUK2S6JXGkgJ4jnMULz,0.803,0.0498,110.215,0.21,0.466,0.0,0.817,194182,-2.941,0.348,1,2,0.9155112242973023,2020-02-22,2.21,False
Alien Boyz,Conmigo no hay caso,2020-02-22 17:29,178379,1LQ1KpuM274gIMUWX9SzxD,1LQ1KpuM274gIMUWX9SzxD,0.775,0.351,90.145,0.357,0.294,0.0,0.663,178379,-8.583,0.545,1,5,0.7824702886247877,2020-02-22,2.97,True
Duki,Hitboy,2020-02-22 17:32,179204,624AL3EwsrgGIp6bdwmXgo,624AL3EwsrgGIp6bdwmXgo,0.633,0.122,150.009,0.107,0.153,0.0,0.812,179204,-6.629,0.616,1,8,0.8285465006602528,2020-02-22,2.99,True
Duki,Rockstar,2020-02-22 17:34,112273,3E4ZzO4ySupnYypDPXcc3D,3E4ZzO4ySupnYypDPXcc3D,0.855,0.174,123.991,0.094,0.0906,0.0,0.878,112273,0.642,0.33,1,9,1.0,2020-02-22,1.87,False
Joji,Run,2020-02-22 17:37,195000,3AkdSFo7quCZ781KCqNK0T,3AkdSFo7quCZ781KCqNK0T,0.72,0.614,157.919,0.0332,0.0427,0.000292,0.448,195000,-3.954,0.361,1,7,0.8916242218449348,2020-02-22,3.25,True
Acru,ANIMAL,2020-02-22 17:53,16883,06b0Au6pvZiO03eKTCvgWh,06b0Au6pvZiO03eKTCvgWh,0.876,0.111,135.047,0.304,0.16,3.3e-06,0.617,170982,-4.86,0.542,1,9,0.8702603282399547,2020-02-22,0.28,False
Bad Bunny,Otra Noche en Miami,2020-02-22 19:57,320,4vCAzANUWDE24URV6wQ4ra,4vCAzANUWDE24URV6wQ4ra,0.646,0.0958,88.661,0.275,0.197,2.3e-05,0.514,233128,-8.833,0.297,1,1,0.7765751744953782,2020-02-22,0.01,False
WOS,CANGURO,2020-02-22 20:00,196745,2UAWYufVaO3EnUUNzl0ppO,2UAWYufVaO3EnUUNzl0ppO,0.751,0.667,163.874,0.327,0.173,0.0,0.602,196745,-4.358,0.934,1,1,0.8820977174118091,2020-02-22,3.28,True
WOS,CANGURO,2020-02-22 20:04,196745,2UAWYufVaO3EnUUNzl0ppO,2UAWYufVaO3EnUUNzl0ppO,0.751,0.667,163.874,0.327,0.173,0.0,0.602,196745,-4.358,0.934,1,1,0.8820977174118091,2020-02-22,3.28,True
Acru,ANIMAL,2020-02-22 20:06,170981,06b0Au6pvZiO03eKTCvgWh,06b0Au6pvZiO03eKTCvgWh,0.876,0.111,135.047,0.304,0.16,3.3e-06,0.617,170982,-4.86,0.542,1,9,0.8702603282399547,2020-02-22,2.85,True
WOS,TERRAZA,2020-02-22 20:10,234949,4Yx9jw2hqVk00uwLRBXKxc,4Yx9jw2hqVk00uwLRBXKxc,0.66,0.123,82.108,0.143,0.288,0.0,0.447,234950,-9.32,0.404,1,2,0.7650914921712884,2020-02-22,3.92,True
Vico C,Desahogo,2020-02-22 20:14,245333,2sG0DhUyomwiWk5gcMUV7Z,2sG0DhUyomwiWk5gcMUV7Z,0.74,0.192,90.164,0.278,0.532,0.0,0.798,245333,-2.534,0.861,1,2,0.9251084700999811,2020-02-22,4.09,True
WOS,PURPURA,2020-02-22 20:18,194181,3npVUK2S6JXGkgJ4jnMULz,3npVUK2S6JXGkgJ4jnMULz,0.803,0.0498,110.215,0.21,0.466,0.0,0.817,194182,-2.941,0.348,1,2,0.9155112242973023,2020-02-22,3.24,True
Sech,Otro Trago,2020-02-22 20:21,225933,4bTZeO72FwMa6wKOiqoynL,4bTZeO72FwMa6wKOiqoynL,0.79,0.0602,175.988,0.197,0.0711,1.14e-06,0.725,287773,-2.331,0.763,1,0,0.9298953027730615,2020-02-22,3.77,True
Bad Bunny,Callaita,2020-02-22 20:26,250533,2TH65lNHgvLxCKXM3apjxI,2TH65lNHgvLxCKXM3apjxI,0.624,0.243,176.169,0.309,0.6,2.12e-06,0.61,250534,-4.773,0.244,1,2,0.8723118279569891,2020-02-22,4.18,True
Lunay,Soltera - Remix,2020-02-22 20:30,266086,1c0hsvHLELX6y8qymnpLKL,1c0hsvHLELX6y8qymnpLKL,0.783,0.437,92.01,0.0432,0.361,0.0,0.795,266087,-4.271,0.799,1,5,0.8841492171288435,2020-02-22,4.43,True
Mau y Ricky,Desconocidos,2020-02-22 20:30,620,56f5qnyAlZdlz8wrUDA50h,56f5qnyAlZdlz8wrUDA50h,0.753,0.212,174.107,0.179,0.118,4.21e-06,0.719,204564,-4.891,0.675,1,7,0.8695293340879079,2020-02-22,0.01,False
Joji,Run,2020-02-22 20:51,195000,3AkdSFo7quCZ781KCqNK0T,3AkdSFo7quCZ781KCqNK0T,0.72,0.614,157.919,0.0332,0.0427,0.000292,0.448,195000,-3.954,0.361,1,7,0.8916242218449348,2020-02-22,3.25,True
WOS,CANGURO,2020-02-22 20:54,196745,2UAWYufVaO3EnUUNzl0ppO,2UAWYufVaO3EnUUNzl0ppO,0.751,0.667,163.874,0.327,0.173,0.0,0.602,196745,-4.358,0.934,1,1,0.8820977174118091,2020-02-22,3.28,True
Acru,ANIMAL,2020-02-22 20:57,170981,06b0Au6pvZiO03eKTCvgWh,06b0Au6pvZiO03eKTCvgWh,0.876,0.111,135.047,0.304,0.16,3.3e-06,0.617,170982,-4.86,0.542,1,9,0.8702603282399547,2020-02-22,2.85,True
Acru,ANIMAL,2020-02-22 21:00,170981,06b0Au6pvZiO03eKTCvgWh,06b0Au6pvZiO03eKTCvgWh,0.876,0.111,135.047,0.304,0.16,3.3e-06,0.617,170982,-4.86,0.542,1,9,0.8702603282399547,2020-02-22,2.85,True
Cypress Hill,Tequila Sunrise (feat. Barron Ricks),2020-02-23 16:09,844,2gABnPYOMsyxThmsOQ4uWK,2gABnPYOMsyxThmsOQ4uWK,0.63,0.14,192.733,0.493,0.0123,0.00233,0.547,257747,-8.772,0.555,0,10,0.7780135823429541,2020-02-23,0.01,False
Alien Boyz,Conmigo no hay caso,2020-02-23 16:09,3137,1LQ1KpuM274gIMUWX9SzxD,1LQ1KpuM274gIMUWX9SzxD,0.775,0.351,90.145,0.357,0.294,0.0,0.663,178379,-8.583,0.545,1,5,0.7824702886247877,2020-02-23,0.05,False
Alien Boyz,Conmigo no hay caso,2020-02-23 16:13,178379,1LQ1KpuM274gIMUWX9SzxD,1LQ1KpuM274gIMUWX9SzxD,0.775,0.351,90.145,0.357,0.294,0.0,0.663,178379,-8.583,0.545,1,5,0.7824702886247877,2020-02-23,2.97,True
WOS,CANGURO,2020-02-23 16:16,196745,2UAWYufVaO3EnUUNzl0ppO,2UAWYufVaO3EnUUNzl0ppO,0.751,0.667,163.874,0.327,0.173,0.0,0.602,196745,-4.358,0.934,1,1,0.8820977174118091,2020-02-23,3.28,True
Acru,ANIMAL,2020-02-23 16:19,170981,06b0Au6pvZiO03eKTCvgWh,06b0Au6pvZiO03eKTCvgWh,0.876,0.111,135.047,0.304,0.16,3.3e-06,0.617,170982,-4.86,0.542,1,9,0.8702603282399547,2020-02-23,2.85,True
Vico C,Desahogo,2020-02-23 16:23,245333,2sG0DhUyomwiWk5gcMUV7Z,2sG0DhUyomwiWk5gcMUV7Z,0.74,0.192,90.164,0.278,0.532,0.0,0.798,245333,-2.534,0.861,1,2,0.9251084700999811,2020-02-23,4.09,True
Snoop Dogg,Gin And Juice (feat. Dat Nigga Daz),2020-02-23 16:27,211493,7sPt2cfrg7DrVP52zfvS1i,7sPt2cfrg7DrVP52zfvS1i,0.853,0.618,94.695,0.188,0.0285,0.000296,0.549,211493,-4.293,0.346,1,7,0.8836304470854556,2020-02-23,3.52,True
Eminem,Marsh,2020-02-23 16:30,200573,34d7sGX6WUqq8f04e7CSNF,34d7sGX6WUqq8f04e7CSNF,0.493,0.385,144.989,0.205,0.0134,0.000241,0.871,200573,-6.356,0.0495,1,1,0.8349839652895679,2020-02-23,3.34,True
Eminem,Little Engine,2020-02-23 16:59,45493,4qNWEOMyexn7b8Icyk29t9,4qNWEOMyexn7b8Icyk29t9,0.811,0.0451,155.081,0.228,0.0234,0.0,0.769,177293,-4.162,0.76,0,10,0.8867194868892662,2020-02-23,0.76,False
Sean Kingston,Beautiful Girls,2020-02-23 21:04,225373,1hGy2eLcmC8eKx7qr1tOqx,1hGy2eLcmC8eKx7qr1tOqx,0.661,0.256,130.009,0.0687,0.15,0.0,0.762,225373,-6.075,0.769,0,1,0.8416100735710242,2020-02-23,3.76,True
Ryan Higa,Millennial Love (feat. Kina Grannis),2020-02-23 21:07,233433,0PpSF6smB0WdZ11oobqhte,0PpSF6smB0WdZ11oobqhte,0.484,0.147,138.087,0.03,0.228,0.0,0.591,233433,-6.664,0.407,1,7,0.8277211846821353,2020-02-23,3.89,True
Drake,God's Plan,2020-02-23 21:08,6793,6DCZcSspjsKoFjzjrWoCdn,6DCZcSspjsKoFjzjrWoCdn,0.449,0.552,77.169,0.109,0.0332,8.29e-05,0.754,198973,-9.211,0.357,1,7,0.767661761931711,2020-02-23,0.11,False
Black Eyed Peas,My Humps,2020-02-23 21:17,251040,1hasb9A55Zol2o9q9FN4JH,1hasb9A55Zol2o9q9FN4JH,0.682,0.109,123.94,0.225,0.112,1.63e-05,0.802,326960,-5.919,0.586,0,1,0.8452886247877759,2020-02-23,4.18,True
Joji,Run,2020-02-23 21:20,195000,3AkdSFo7quCZ781KCqNK0T,3AkdSFo7quCZ781KCqNK0T,0.72,0.614,157.919,0.0332,0.0427,0.000292,0.448,195000,-3.954,0.361,1,7,0.8916242218449348,2020-02-23,3.25,True
Trueno,Atrevido,2020-02-23 21:22,86272,6tMqYyCVU2aKgUahMvJz2S,6tMqYyCVU2aKgUahMvJz2S,0.64,0.374,135.021,0.106,0.236,0.0,0.864,194748,-5.489,0.858,1,8,0.8554282210903603,2020-02-23,1.44,False
Post Malone,Saint-Tropez,2020-02-23 21:25,150866,05mDaV9Vb3wrzjF6OPZnhq,05mDaV9Vb3wrzjF6OPZnhq,0.684,0.104,132.113,0.0439,0.0545,0.0,0.617,150867,-3.618,0.295,1,0,0.8995472552348612,2020-02-23,2.51,False
Duki,Goteo,2020-02-23 21:39,155433,1EoEU4HY57qaITp06TkC6B,1EoEU4HY57qaITp06TkC6B,0.779,0.189,108.287,0.0414,0.186,0.0,0.473,164458,-3.725,0.438,1,1,0.897024146387474,2020-02-23,2.59,False
88rising,Midsummer Madness,2020-02-24 00:38,145734,6TodWdTSDfzwgYynTZSvJn,6TodWdTSDfzwgYynTZSvJn,0.678,0.167,89.968,0.0878,0.359,4.76e-06,0.409,280842,-7.731,0.168,1,9,0.8025608375778154,2020-02-24,2.43,False
Sean Kingston,Beautiful Girls,2020-02-24 00:56,206820,1hGy2eLcmC8eKx7qr1tOqx,1hGy2eLcmC8eKx7qr1tOqx,0.661,0.256,130.009,0.0687,0.15,0.0,0.762,225373,-6.075,0.769,0,1,0.8416100735710242,2020-02-24,3.45,True
Duki,Goteo,2020-02-24 03:23,164457,1EoEU4HY57qaITp06TkC6B,1EoEU4HY57qaITp06TkC6B,0.779,0.189,108.287,0.0414,0.186,0.0,0.473,164458,-3.725,0.438,1,1,0.897024146387474,2020-02-24,2.74,True
WOS,CANGURO,2020-02-24 03:26,196745,2UAWYufVaO3EnUUNzl0ppO,2UAWYufVaO3EnUUNzl0ppO,0.751,0.667,163.874,0.327,0.173,0.0,0.602,196745,-4.358,0.934,1,1,0.8820977174118091,2020-02-24,3.28,True
Calle 13,La Fokin Moda,2020-02-24 03:29,206373,6HFRqU7JQf3J4ukXW2NGoA,6HFRqU7JQf3J4ukXW2NGoA,0.8,0.052,87.319,0.392,0.692,0.0,0.646,206373,-5.523,0.959,1,0,0.8546264855687604,2020-02-24,3.44,True
